nama_workcenter,nama_detail,nama_dept,nomor_wo_repair,level_wo,level_urgency,estimasi,Requestor,status_wo,waktu_kerusakan_mesin,waktu_pengajuan_servis,nama_kerusakan,deskripsi_bebas,jenis_failure,penyebab_masalah,penyelesaian,saran,waktu_mulai,waktu_selesai,catatan_perlu_pmt,catatan,waktu_reject_wo,ditolak_oleh
Fillpack B,Filling 6 Line F6L1003,PRB,AC1908-0056,menghambat,High,3 Hari,Pratiknyo,done,2/20/2019 8:31:00 AM,2/20/2019 8:31:00 AM,Funnel Chute,"Funnel chute turun, controle error",Misalignment,pengunci as vibrator dan as silinder lepas,pasang as silinder pada tyrod >> kendorkan pengunci as vibrator >> setting posisi vibrator >> kencangkan pengunci as vibrator >> test run >> OK,-,2/20/2019 7:30:00 AM,2/20/2019 8:30:00 AM,,,,
Fillpack B,Filling 6 Line F6L1003,PRB,AC1915-0120,menghambat,High,3 Hari,Purwanti,done,4/13/2019 7:01:00 AM,4/13/2019 7:01:00 AM,Cutting ,hasil Strip cutting tidak ok ,Pengoperasian tidak normal,Pisau strip cutting tumpul,Hasil strip cutting hanya membayang>>setting pisau strip cutting>>pantau sambil mesin running>>OK,-,4/13/2019 7:00:00 AM,4/13/2019 7:45:00 AM,,,,
Fillpack B,Filling 6 Line F6L1002,PRB,AC1902-0084,menghambat,High,1 Hari,Purwanti,done,1/11/2019 7:32:00 AM,1/11/2019 7:32:00 AM,Bearing,Bearing bantalan jaw aus,Part rusak,bearing macet,ganti bearing 6000 1 pc >> pasang >> ok,-,1/11/2019 7:30:00 AM,1/11/2019 8:00:00 AM,,,,
Fillpack B,Filling 6 Line F6L1002,PRB,AC1905-0176,menghambat,High,3 Hari,Pratiknyo,done,2/4/2019 2:39:00 PM,2/4/2019 2:40:00 PM,Pisau slitter tumpul,"Pisau stiler atas tumpul, potongan mengkerut",Part rusak,"pisau slitter tumpul, bearing #OK",kurangi pressan bantalan slitter > lepas slitter > ganti slitter dan bearing masing masing 1 pcs > pasang slitter > setting pressan bantalan > test > OK,-,2/4/2019 3:00:00 PM,2/4/2019 3:45:00 PM,,,,
Fillpack B,Filling 6 Line F6L1002,PRB,AC1840-0156,menghambat,High,3 Hari,Purwanti,done,10/2/2018 7:44:00 AM,10/2/2018 7:45:00 AM,TRAPPING,Sachet trapping dan strip cut mepet,Part rusak,traping ,cek kondisi mesin>> ada yang bocor karena trapping>> coba setting bagian mekanik>> test>> masih sama>> coba cek bagian strip cut>> kondisi bagus>> coba cek jaws>> bagian line 2 ada jaws yang teplonnya tidak rapat>> coba ganti teplonya>> masih tetap>> lanjut shift selanjutnya,-,10/2/2018 10:00:00 AM,10/2/2018 2:00:00 PM,,,,
Fillpack B,Filling 6 Line F6L1002,PRB,AC1846-0088,menghambat,High,3 Hari,Pratiknyo,done,11/13/2018 2:06:00 PM,11/13/2018 2:06:00 PM,Brushless error,Brushless error,Pengoperasian tidak normal,bearing kering,"test run >> gerkan sealing jaws macet >> cek, belt servo terlalu kencang >> setting kekencengan belt >> test >> masih belum ok >> cek, sealing jaws berat >> greasing bagian bearing sealing jaws >> test >> gerakan saeling jaws sudah tidak berat >> test running >> test kebocoran sachet >> ok",-,11/13/2018 4:15:00 PM,11/13/2018 5:30:00 PM,,,,
Fillpack B,Filling 6 Line F6L1009,PRB,AC1906-0143,menghambat,High,3 Hari,Hendi Hariyadi,done,2/8/2019 2:44:00 PM,2/8/2019 2:56:00 PM,sealer narik tidak pas,mohon di check ,Pengoperasian tidak normal,jaws tidak stabil,"coba test run > sealing jaws loncat2 & jaws nahan > kencangkan rantai jaws > belum ok > kencangkan tension rantai c&b > belum ok> setting elips beberapa kali > bellum ok > coba lepas c&b > c&b kotor > bersihkan c&b > setting ulang c&b > pasang kembali c&b > kencangkan rantai2 tension c&b > cek gear input c&b ok > cek gear output c&b ok > cek elips > ok > cek gear penggerak gear input c&b > longgar > kencangkan gear > ok > test manual > putaran jaws berat > rewiring c&b > tes manual > ok > tes run ok >terpotong cuci total >  lanjut shift berikut >> lanjut shift sebelumnya >> tunggu suhu naik >> pasang rantai untuk knocker >> test running mesin >> gerakan sealing jaws tidak ok ( terlalu lama delaynya ) >> setting elips beberapa kali >> masih belum ok >> coba cek posisi sealing jaws >> posisi sealing jaws tidak ok >> perbaiki posisi sealing jaws terhadap elips >> test >> gerakan sealing jaws sudah tidak nahan tetapi hasil sealing jaws masih loncat-loncat >> setting parameter beberapa kali >> masih belum ok >> kepotong panggilan lain dan istirahat >> setting kembali elips dan parameter >> gerakan elips narik >> setting kembali posisi sealing jaws terhadap elips >> setting l4 pada elips>> test >> setting parameter sealing jaws dan strip cutting >> ok >> hasil open here tidak ok >> lanjut shift selanjutnya
",-,2/8/2019 4:00:00 PM,2/11/2019 12:30:00 PM,,,,
Fillpack B,Filling 6 Line F6L1002,PRB,AC1920-0152,menghambat,High,3 Hari,Pratiknyo,repaired,5/16/2019 2:34:00 PM,5/16/2019 2:35:00 PM,Jaw,"Jaw bunyi, mungkin perlu grease. Sachet bocor",Kurang lubrikasi,grease kering,greasing ulang >> test run >> OK,-,5/16/2019 4:00:00 PM,5/16/2019 5:00:00 PM,,,,
Fillpack B,Filling 6 Line F6L1002,PRB,AC1911-0008,menghambat,High,3 Hari,Admin PRB Fillpack,done,3/12/2019 9:31:00 AM,3/12/2019 9:31:00 AM,suhu roler,SUHU ROLLER TIDAK STABIL,Pengoperasian tidak normal,hasil roller line 4 bocor,setting pressan beberapa kali >> masih belum ok >> setting L4 set berulang-ulang >> masih belum ok >> coba ganti roll film >> test >> masih belum ok >> setting ulang L4 set dan pressan sealing roller >> masih belum ok >> gerakan sealing jaws narik >> setting home pos jaws dan parameter sealing jaws >> test jaws sudah tidak narik >> tetapi line 4 masih bocor >> coba turunkan adjustment >> test running tanpa menggunakan chute >> hasil line 4 ok >> pasng kembali chute >> line 4 kembali bocor >> coba bersihkan chute >> pasang chute >> test >> masih bocor >> coba menggunakan kertas karbon >> hasil pressan ok >> ganti roll film menggunakan roll film lokal ( topan ) >> test running >> hasil line 4 ok >> ,-,3/12/2019 11:00:00 AM,3/12/2019 9:45:00 PM,,,,
Fillpack B,Filling 6 Line F6L1004,PRB,AC1840-0256,menghambat,High,3 Hari,Purwanti,done,10/5/2018 8:28:00 AM,10/5/2018 8:29:00 AM,adjustment,Adjusment tidak bisa disetting,Temperatur/tekanan tidak normal,"pengatur gramasi agak macet
","turun kan doser dari mesin > test > pengatur gramasinya tidak mau naik turun > cek drat kuningan, OK > test , settingan gramasi agak berat > coba lumasi dan dibantu putar dengan tang press beberapa kali sampai agak lancar > pasang kembali unit doser pada mesin > test run > cek gramasi > pantau > OK
",-,10/4/2018 7:30:00 PM,10/5/2018 1:30:00 PM,,,,
Fillpack B,Filling 6 Line F6L1009,PRB,AC1906-0189,menghambat,High,3 Hari,Sugiyono NSI,done,2/11/2019 10:31:00 AM,2/11/2019 10:32:00 AM,bearing adjusment rusak,bearing rusak mohon di ganti,Part rusak,bearing rusak,pergantian bearing adjustment 2 pcs >> ok,-,2/11/2019 12:30:00 PM,2/11/2019 12:45:00 PM,,,,
Fillpack B,Filling 6 Line F6L1004,PRB,AC1843-0280,menghambat,High,3 Hari,Pratiknyo,done,10/25/2018 3:59:00 PM,10/25/2018 3:59:00 PM,Gramasi nggak tercapai,Gramasi line 5 & 6 nggak bisa turun lagi,Pengoperasian tidak normal,settingan gramasi cup line 6 tidak bisa 11 gr,"turunkan adjustment >> coba setting turun naik cup, tidak ok >> lepas baut gramasi cup line 6 >> bersihkan baut dan lepas mur 1 agar settingan bisa lebih naik >> pasang kembali baut >> setting turun naik cup >> posisi cup sudah lebih naik dari sebelumnya >> test >> ok",-,10/25/2018 4:15:00 PM,10/25/2018 5:30:00 PM,,,,
Fillpack B,Filling 6 Line F6L1009,PRB,AC1912-0155,menghambat,High,3 Hari,Sugiyono NSI,done,3/21/2019 12:46:00 PM,3/21/2019 12:46:00 PM,SLITTER,Baut L6 2 Pcs - Untuk dudukan bearing slitter,Part rusak,bearing macet,"tension gear connector roller dan slitter lepas >> pasang kembali >> tidak lama kemudian tension kembali lepas >> cek, bearing dudukan slitter macet >> lepas dudukan slitter >> bawa bearing ke bengkel >> lepas bearing yang macet >> pasang kembali bearing >> pasang tension gear >> test >> ok
",-,3/21/2019 12:30:00 PM,3/21/2019 2:00:00 PM,,,,
Fillpack B,Filling 6 Line F6L1003,PRB,AC1842-0127,menghambat,High,3 Hari,Okta Fajarsyah,done,10/17/2018 9:30:00 AM,10/18/2018 9:30:00 AM,roller conveyor rusak,,Part hilang,"pemasangan roller tension, setting mesin>> setting photocell>> pemasangan part part yang hilang.",-,-,10/17/2018 11:30:00 AM,10/17/2018 2:00:00 PM,,,,
Fillpack B,Filling 6 Line F6L1009,PRB,AC1913-0192,menghambat,High,3 Hari,Hendi Hariyadi,done,4/1/2019 3:29:00 PM,4/1/2019 3:41:00 PM,strip cutting eror,mohon diganti ,Part rusak,strip cutting tumpul,"test run mesin >> beberapa saat mesin lancar tapi kemudian ada blok di strip cutting >> setting pressan strip cutting, test run >> ketika sudah terlihat pisau tiba-tiba blok lagi >> cek ruang mekanik >> kencangkan tension rantai >> test run >> masih blok >> ganti pisau perforasi >> setting ulang pressan bantalannya >> pantau >> OK",-,4/1/2019 3:45:00 PM,4/1/2019 5:30:00 PM,,,,
Fillpack B,Filling 6 Line F6L1003,PRB,AC1843-0089,menghambat,High,3 Hari,Purwanti,done,10/22/2018 11:31:00 AM,10/22/2018 11:32:00 AM,Sensor strip,Cutting strip loncat loncat,Temperatur/tekanan tidak normal,bantalan penarik macet,cek kondisi mesin>> roll film selalu tertahan jadi strip loncat>> buka bantalan penarik>> bawa ke bengkel>> bersihkan dari karat>> sampai bisa diputar kembali>. pasangkan kembali pada mesin>> test>> oke,-,10/22/2018 12:30:00 PM,10/22/2018 3:30:00 PM,,,,
Fillpack B,Filling 6 Line F6L1003,PRB,AC1843-0279,menghambat,High,3 Hari,Pratiknyo,done,10/25/2018 3:58:00 PM,10/25/2018 3:58:00 PM,Gramasi,Gramasi line 5 &  6 nggak bisa turun lagi. ,Part kotor,kotor pada area cup,bersihkan cup >> setting cup ,menjaga kebersihan mesin,10/25/2018 4:00:00 PM,10/25/2018 5:30:00 PM,,,,
Fillpack B,Filling 6 Line F6L1010,PRB,AC1847-0006,menghambat,High,3 Hari,Hendi Hariyadi,done,11/19/2018 7:44:00 AM,11/19/2018 7:52:00 AM,alarm bunyi terus,mohon di check alarm berbunyi terus,Part rusak,pintu terbuka,"cek, alarm door open dan machine start/stop >> cek kondisi switch safety door tidak tertekan >> repair >> test >> ok",-,11/19/2018 8:15:00 AM,11/19/2018 8:30:00 AM,,,,
Fillpack B,Filling 6 Line F6L1010,PRB,AC1908-0026,menghambat,High,3 Hari,Hendi Hariyadi,done,2/19/2019 3:15:00 PM,2/19/2019 3:26:00 PM,mohon cek sealing jaws kasar ,hasil filling tidak ok,Part kotor,bearing sealer kering,test run >> terdapat bunyi berdecit beberapa kali >> greasing sealer dengan menggunakan klubersynth >> test kembali mesin >> sudah tidak terdengar suara berdecit,waktu pada ckp mesin sudah menunjukan 1998 jam,2/19/2019 4:45:00 PM,2/19/2019 5:15:00 PM,,,,
Fillpack B,Filling 6 Line F6L1003,PRB,AC1844-0121,menghambat,High,3 Hari,Pratiknyo,done,10/31/2018 5:22:00 PM,10/31/2018 5:23:00 PM,Jaws trouble,Bearing bantalan jaw mengikis body.,Part rusak,bearing bantalan jaw mengikis body,cek >>bearing bantalan jaw mengikis body>> buka pressan >> posisikan presan >> setting pressan >> tes >> pantau,-,10/31/2018 5:30:00 PM,10/31/2018 7:00:00 PM,,,,
Fillpack B,Filling 6 Line F6L1010,PRB,AC1914-0172,menghambat,High,3 Hari,Hendi Hariyadi,done,4/8/2019 6:35:00 AM,4/8/2019 6:47:00 AM,vackum tidak maksimal,mohon di perbaiki,Part kotor,impeler macet karena kotor,bongkar vacuum >> cek tahanan >> OK >> bersihkan vacuum >> test run >> OK ,-,4/8/2019 7:30:00 AM,4/8/2019 9:30:00 AM,,,,
Fillpack B,Filling 6 Line F6L1011,PRB,AC1843-0112,menghambat,High,3 Hari,Hendi Hariyadi,done,10/23/2018 6:43:00 AM,10/23/2018 6:53:00 AM,sealing jaw bergeser,Sealing jaw tidak center,Part rusak,sealing jaws tidak center,cek >> jaws tidak center >. lepas home spring >> setting camp jaws>> tes >> ok,-,10/23/2018 7:00:00 AM,10/23/2018 7:30:00 AM,,,,
Fillpack B,Filling 6 Line F6L1003,PRB,AC1841-0447,menghambat,High,3 Hari,Admin PRB Fillpack,done,10/12/2018 6:51:00 PM,10/12/2018 6:51:00 PM,TENSION ROLL FILM,2 Tension roll film & roler conveyor tidak ada../ hilang,Pengoperasian tidak normal,pembuatan settingan strip roll film,pembuatan settingan strip roll film,-,10/12/2018 7:15:00 PM,10/12/2018 10:00:00 PM,,,,
Fillpack B,Filling 6 Line F6L1003,PRB,AC1845-0129,menghambat,High,3 Hari,Teknisi PEA - Fillpack B,done,11/7/2018 12:00:00 PM,11/7/2018 1:47:00 PM,Maintenance,baud pressur roller patah,Part rusak,baud prees roller patah,"cek >> baur press roller patah >> coba ganti baud >> pasang >> kencangkan >> tesw jalan >> bebrapa saat kemudian  baud patah lagi >> kemungkinan tidak sesuai karena prres roller omag c 2 baud itu punya omag a>> coba tukar lagi dengan roller omag a 4 baud >> pasang >> tes jalan ok >> pasang yang punya omag a >> pasang baud 10x40 >> setting  > cek jalan >> ok
",-,11/7/2018 1:00:00 PM,11/7/2018 2:00:00 PM,,,,
Fillpack B,Filling 6 Line F6L1011,PRB,AC1907-0120,menghambat,High,3 Hari,Hendi Hariyadi,done,2/14/2019 1:54:00 PM,2/14/2019 2:04:00 PM,open here lin 3-4 tidak nyata,mohon di cek,Part rusak,baut open here patah,bor bagian baut yang patah >> tap ulang untuk lubang baut yang baru >> pasang baut >> OK >> pasang open here >> tipiskan bantalan open here >> pasang bantalan >> setting pisau >> test run >> OK,-,2/14/2019 2:45:00 PM,2/14/2019 4:15:00 PM,,,,
Fillpack B,Filling 6 Line F6L1003,PRB,AC1842-0138,menghambat,High,3 Hari,Okta Fajarsyah,done,10/18/2018 8:00:00 AM,10/18/2018 2:43:00 PM,roller conveyor rusak,Setting untuk validasi,Part rusak,persiapan dan perlengkapan part part serta setting untuk validasi,setting mesin>> setting photo cell>> setting pressan crossbar>> setting openhere>> setting gambar>> ok,-,10/18/2018 8:00:00 AM,10/18/2018 11:30:00 AM,,,,
Fillpack B,Filling 6 Line F6L1003,PRB,AC1902-0001,menghambat,High,3 Hari,Purwanti,done,1/8/2019 6:24:00 AM,1/8/2019 6:24:00 AM,Rantai,Rantai gear mekanik kendor,Part rusak,gear sproket tension omag rusak,check rantai kendor>> coba setting >> lama kelamaan rantai kendor karena sproket gear aus>> coba ganti dan hamplas gear proket yang macet>> cari spare tidak ada>> cari sproket bekas multiline>> setting ok>> pantau>> setting parameter>> ok,-,1/8/2019 7:00:00 AM,1/8/2019 9:30:00 AM,,,,
Fillpack B,Filling 6 Line F6L1011,PRB,AC1909-0225,menghambat,High,3 Hari,Sugiyono NSI,done,3/4/2019 2:23:00 PM,3/4/2019 2:23:00 PM,open here,mata open here line 1 dan 2 tidak ada. (copot),Part rusak,pisau open here hilang,pasang pisau yang baru di line 1 dan 2 >> setting >> test run >> pisau mentok pada penjepit >> modifkasi penjepit pisau open here >> kikir bagaian yang kurang >> pasang pisau open here >> setting >> test run >> OK >> setting open here line 3 dan 4 >> pisau line 3 dan 4 tumpul >> ganti pisau >> setting >> test run >> OK >> setting open here line 5 dan 6 >> test run >> OK >> pantau >> OK,-,3/4/2019 2:30:00 PM,3/4/2019 5:00:00 PM,,,,
Fillpack B,Filling 6 Line F6L1003,PRB,AC1917-0215,menghambat,High,3 Hari,Purwanti,done,4/29/2019 9:10:00 AM,4/29/2019 9:11:00 AM,Doser,Handle pengunci doser tidak bisa diputar,Pengoperasian tidak normal,handle pengunci kurang masuk,cek pengunci >> handle lost >> masukan handle pada bagian drat pengunci >> kencangkan pengunci >> OK,-,4/29/2019 9:15:00 AM,4/29/2019 10:00:00 AM,,,,
Fillpack B,Filling 6 Line F6L1011,PRB,AC1913-0134,menghambat,High,3 Hari,Hendi Hariyadi,done,3/28/2019 6:33:00 AM,3/28/2019 6:45:00 AM,Alarm menyala terus,Mohon di check,Pengoperasian tidak normal,alarm safety door,cek alarm>>alarm safety door>>cek bagian safety door>>koneksi kabel kendor>>kencangkan>>test run>>ok,-,3/28/2019 6:30:00 AM,3/28/2019 7:00:00 AM,,,,
Fillpack B,Filling 6 Line F6L1003,PRB,AC1843-0085,menghambat,High,3 Hari,Purwanti,done,10/22/2018 9:17:00 AM,10/22/2018 9:17:00 AM,Tension roll,Tensionn roll susah diatur/ sachet strip,Temperatur/tekanan tidak normal,tension tidak bisa diputar / macet ,"cek >> tension roll macet >> as terlalu besar sehingga termakan >> bawa kebengkel >> kurangi diameter dengan dikikir dan ampelas >> pasang >> kencangkan >> lumasi ulir dengan wd > cek jalan >> setting >> ok
",-,10/22/2018 10:00:00 AM,10/22/2018 11:00:00 AM,,,,
Fillpack B,Filling 6 Line F6L1003,PRB,AC1843-0100,menghambat,High,3 Hari,Pratiknyo,done,10/22/2018 3:54:00 PM,10/22/2018 3:54:00 PM,Pisau sliter macet,Pisau sliter macet,Part tidak sesuai,"rantai lepas, as penahan gear drat no good",cek penyebab rantai kendur>> baut pada as lepas>> dratnya aus>> bawa ke bengkel>> di tap ulang pasangkan kembali pada mesin>> test>> pantau oke,-,10/22/2018 4:00:00 PM,10/22/2018 5:30:00 PM,,,,
Fillpack B,Filling 6 Line F6L1012,PRB,AC1848-0204,menghambat,High,3 Hari,Hendi Hariyadi,done,11/29/2018 8:17:00 PM,11/29/2018 8:26:00 PM,pisau slitter tidak membelah,mohon di cek pisau pembelahnya,Part rusak,Slitter line 2-3 tumpul,"ganti pisau line 2-3 tidak membelah >> cek, pisau tumpul >> ganti pisau 1 pc >> pasang >> ok",-,11/29/2018 6:30:00 PM,11/29/2018 6:45:00 PM,,,,
Fillpack B,Filling 6 Line F6L1003,PRB,AC1843-0171,menghambat,High,3 Hari,Okta Fajarsyah,done,10/24/2018 2:00:00 PM,10/24/2018 9:56:00 PM,gear,tansion rantai aus,Part rusak,tansion pada rantai aus,ambil sparepart di store>> coba masukan as pada gearnya>> pergerakanb gear kurang lues>> ampelas as sampai pergerakan gear leus>> pasangkan pada mesin>> setting kembali mesin agar hasil sesuai>> oke,-,10/24/2018 3:00:00 PM,10/24/2018 5:00:00 PM,,,,
Fillpack B,Filling 6 Line F6L1004,PRB,AC1840-0149,menghambat,High,3 Hari,Pratiknyo,done,10/1/2018 9:18:00 PM,10/1/2018 9:18:00 PM,Printer,Hasil print loncat loncat,Temperatur/tekanan tidak normal,forwrd delay dan backward delay nya tidak pas,setting kembali di HMI nya,-,10/1/2018 9:30:00 PM,10/1/2018 10:00:00 PM,,,,
Fillpack B,Filling 6 Line F6L1004,PRB,AC1844-0031,menghambat,High,3 Hari,Purwanti,done,10/29/2018 9:21:00 AM,10/29/2018 9:21:00 AM,core roll,Tekanan angin core roll turun terus,Part rusak,core roll bocor,"buka core roll dari mesin>> bawa ke bengkel>> buka satu persatu dan test bocor menggunakan angin dan dicelupkan ke air>> cari sampai ketemu yang bocornya>> ketemu satu yang bocor>> part tidak ada>> diakalain dengan di tambal menggunakan lakban>> coba cek kebocoran >> masih bocor>> coba ganti lagi lakbannya>> tetep masih bocor>> lanjut shift selanjutnya >>lanjut sif sebelumnya >> isi angin >> core mengembang tapi 2 line tidak ngembang >> coba copot satu satu >> tes langsung dengan tembak angin kekaret >> angin tidak masuk >> copot nepel kuningan >> tembak dengan angin >> karet ngembang >> ccoba pasang lagi > angin masih tidak mau masuk >> cek nepel kuningn >> lubang output di lem dengan super glue jadi angin tidak masuk >>  solder agar lem hilang >> masih m,ampet >> coba bor dengan m2 >> tes manual >> angin masuk >> cek kebocoran dengan air >> ok >> masukan ke core >> kencangkan baud>> isi angin >> ok
bongkar bagian yang bocor > lepas selang angin > coba lem kuningan input selang angin nya dengan super glue > tunggu lem kering  > pasang kembali selang angin > rakit kembali core > test dengan angin > cek > OK
",-,10/29/2018 9:30:00 AM,10/30/2018 1:30:00 PM,,,,
Fillpack B,Filling 6 Line F6L1003,PRB,AC1844-0110,menghambat,High,3 Hari,Purwanti,done,10/31/2018 10:56:00 AM,10/31/2018 10:57:00 AM,open here,Open here line 1-2 tumpul,Part rusak,pisau open here kurang pas posisinya,"setting posisi pisau open here agak lebih maju > test run > pantau > OK
",-,10/31/2018 11:00:00 AM,10/31/2018 11:30:00 AM,,,,
Fillpack B,Filling 6 Line F6L1004,PRB,AC1842-0099,menghambat,High,3 Hari,Purwanti,done,10/17/2018 12:36:00 PM,10/17/2018 12:37:00 PM,Vibrator,Getaran vibrator kecil,Part rusak,part tidak ori (hasil modifikasi),"lanjut shift sebelumnya > ganti selang vibrator atas dengan yang baru ori > pasang > setting pressure angin > test > pantau > OK
",-,10/17/2018 1:30:00 PM,10/17/2018 3:00:00 PM,,,,
Fillpack B,Filling 6 Line F6L1004,PRB,AC1843-0179,menghambat,High,3 Hari,Purwanti,done,10/25/2018 11:14:00 AM,10/25/2018 11:15:00 AM,baut gramasi,Gramasi macet tidak bisa disetting,Temperatur/tekanan tidak normal,bagian yang naik turun saat menyetting gramasi nya macet ,"cek > bagian yang naik turun saat menyetting gramasi nya macet  > lepas bagian tersebut > amplas beberapa kali sambil coba dipasang apakah masih macet atau tidak > masih macet, bawa part ke bengkel, gerinda sampai benar benar tidak macet > pasang pada doser > test manual > OK",-,10/25/2018 11:00:00 AM,10/25/2018 1:30:00 PM,,,,
Fillpack B,Filling 6 Line F6L1013,PRB,AC1848-0202,menghambat,High,3 Hari,Pratiknyo,done,11/29/2018 6:44:00 PM,11/29/2018 6:44:00 PM,Gambar tdk stabil,Gambar tdk stabil,Part rusak,gambar tidak stabil,setting sachet offset beberapa kali >> pantau running mesin >> ok,-,11/29/2018 7:00:00 PM,11/29/2018 7:45:00 PM,,,,
Fillpack B,Filling 6 Line F6L1004,PRB,AC1845-0062,menghambat,High,3 Hari,Pratiknyo,done,11/5/2018 6:18:00 PM,11/5/2018 6:19:00 PM,Produk trapping,Line 6 trapping,Misalignment,posisi funnel dan cup tidak sejajar,"cek, line 6 trapping bocor > cek area doser mesin > chute line 6 dipasang agak keatas > posisikan chute line 6 agar sejajar > test > roll film menempel > bersihkan roll film > coba turunkan doser unit > cek kerapatan cup , OK > cek funnel, OK > test run > pantau > cek kebocoran produk, line 6 sudah tidak bocor > test run > test gramasi > gramasi hanya 12gr, seharusnya 14gr > setting posisi cup beberapa kali sambil beberapa kali test run dan cek gramasi > gramasi sudah masuk range, shift 1 tinggal coba test run 
",-,11/5/2018 6:30:00 PM,11/5/2018 9:30:00 PM,,,,
Fillpack B,Filling 6 Line F6L1004,PRB,AC1844-0257,menghambat,High,3 Hari,Pratiknyo,done,11/2/2018 5:55:00 PM,11/2/2018 5:56:00 PM,Sachet strip,Sachet strip,Pengoperasian tidak normal,settingan strip roller film tidak stabil,setting parameter strip film>> setting beberapa kali>> strip masih loncat loncat>> dugaan karena receiver sensor pada core rollfilm lepas>> dampingi jalan op,-,11/2/2018 7:00:00 PM,11/2/2018 9:30:00 PM,,,,
Fillpack B,Filling 6 Line F6L1013,PRB,AC1906-0183,menghambat,High,3 Hari,Admin PRB Fillpack,done,2/11/2019 7:40:00 AM,2/11/2019 7:40:00 AM,Tekanan angin tidak maksimal,Mesin off,Pengoperasian tidak normal,compressed air lack,"cek terdapat angin bocor pada ruang mekanik >> cek, selenoid bocor >> pada saat akan diganti >> spare tidak ada >> setting pressure switch >> reset >> test >> pantau ok  ",-,2/11/2019 7:30:00 AM,2/11/2019 8:30:00 AM,,,,
Fillpack B,Filling 6 Line F6L1003,PRB,AC1903-0137,menghambat,High,3 Hari,Admin PRB Fillpack,done,1/16/2019 6:48:00 PM,1/16/2019 6:48:00 PM,Sensor strip,Sensor penggeser roll tidak berfungsi,Part rusak,fuse rusak>> drat kuningan kotor,"lepas cover untuk motor film alignment >> test run mesin >> ketika mesin running motor film alignment tidak bergerak >> cek HMI >> coba cari menu untuk setting film alignment >> setting >> belum OK, setting posisi sensor untuk bacaan film >> belum OK >> urut kabel M5+ dan M5- dari motor film alignment >> cek tegangan yang masuk >> tidak ada tegangan >> urut kabel, hingga akhirnya sampai ke fuse FU22, FU23, dan FU40 >> cek fuse, ada fuse yang putus >> ganti fuse 1 pc >> test run >> film alignment sudah bisa digerakkan tapi gerakannya agak berat >> bersihkan as dan drat pada motor >> lumasi dengan menggunakan WD >> pasang kembali cover motor reel alignment >> pantau >> OK
",-,1/16/2019 6:30:00 PM,1/16/2019 9:00:00 PM,,,,
Fillpack B,Filling 6 Line F6L1004,PRB,AC1845-0101,menghambat,High,3 Hari,Pratiknyo,done,11/6/2018 5:17:00 PM,11/6/2018 5:17:00 PM,Potongan sachet nggak stabil,"Potongan strip cut nggak stabil, kadang motong 6,kadang 10, kadang 1",Misalignment,Ada program yang kerubah,cek sensor>> setting sensor>> tukar sensor>> tetap tadak pengaruh>> setting di HMI>> masih tetapjuga>> coba ganti program samakan dengan yang sebalahnya>> coba ok tinggal setting parforaty,-,11/6/2018 6:30:00 PM,11/6/2018 9:00:00 PM,,,,
Fillpack B,Filling 6 Line F6L1003,PRB,AC1907-0020,menghambat,High,3 Hari,Pratiknyo,done,2/12/2019 3:46:00 PM,2/12/2019 3:47:00 PM,Hasil seal jaw ada yang lecet,hasil seal jaw ada yang lecet,Pengoperasian tidak normal,-,-,-,2/12/2019 4:00:00 PM,2/12/2019 4:15:00 PM,,,,
Fillpack B,Filling 6 Line F6L1013,PRB,AC1911-0123,menghambat,High,3 Hari,Admin PRB Fillpack,done,3/14/2019 10:44:00 AM,3/14/2019 10:44:00 AM,Sealing Jaws Macet,Sealing Jaw tidak berfungsi,Part rusak,novotek rusak,"test run mesin >> gerakan jaws seperti ketahan dan narik >> cek ruang mekanik >> geaqr novotek ancur >> lepas gear bawa ke bengkel >> ganti gear >> pasang kembali >> test run sealing jaws >> gerakan sudah OK, tapi ada error phot regist >> setting bag length beberapa kali >> setting angin untuk roller film ajdustment beberapa kali >> test run >> OK",-,3/14/2019 11:00:00 AM,3/14/2019 1:00:00 PM,,,,
Fillpack B,Filling 6 Line F6L1004,PRB,AC1847-0205,menghambat,High,3 Hari,Pratiknyo,done,11/23/2018 4:49:00 PM,11/23/2018 4:49:00 PM,baut gramasi,"Baut dol, setting nggak bisa naik",Temperatur/tekanan tidak normal,pemutar gramasi macet,ganti baut pemutar gramasi dengan locknut>> setting berat produk sampai oke,-,11/23/2018 6:30:00 PM,11/23/2018 9:30:00 PM,,,,
Fillpack B,Filling 6 Line F6L1003,PRB,AC1910-0088,menghambat,High,3 Hari,Purwanti,done,3/6/2019 11:50:00 AM,3/6/2019 11:51:00 AM,gear,Ganti gear sproked karena aus.,Part rusak,Gear tension aus,"cek, penahan kubler kendor >> kencangkan baut pengunci kubler >> cek, gear tension aus >> kendorkan tension >> lepas gear >> ganti gear yang baru >> setting kekencangan tension rantai >> ok",-,3/6/2019 11:00:00 AM,3/6/2019 12:00:00 PM,,,,
